amount,amount_ratio_to_average,device_is_trusted,device_transaction_count,device_is_new,recipient_transaction_count,recipient_is_new,transactions_last_10_minutes,transactions_last_1_hour,is_fraud
3007.575170992536,9.727362498799195,1,47,0,3,0,1,2,1
227.4181044763149,0.6572635736557899,1,52,0,31,0,0,2,0
52.1821931947501,1.1464826469315466,1,124,0,43,0,0,0,0
36.896421896580534,1.2908384426076869,1,154,0,25,0,1,3,0
1062.575853054314,0.6556750456816164,1,149,0,10,0,0,2,0
47.14447869496135,0.2345361837436768,1,178,0,43,0,1,3,0
80.03816827518389,0.14175791970050133,1,136,0,46,0,1,1,0
212.61562111777877,1.2076898112529948,1,159,0,5,0,1,2,0
128.2911897691831,0.4971347248260093,1,39,0,40,0,0,1,0
102.63757924325554,1.1766532199136848,1,26,0,22,0,1,3,0
439.0004904579903,0.9874056582352603,1,10,0,32,0,1,1,0
81.46536631025158,0.22060650248807923,1,170,0,24,0,1,2,0
107.16596599619102,0.697161393621411,1,159,0,16,0,1,3,0
952.2770374707987,0.1,1,22,0,25,0,1,2,0
755.3693173336156,5.5674592115641515,1,0,1,0,1,1,2,1
254.00791423403203,1.3363602439300704,1,0,1,6,0,0,1,0
239.49459072784086,0.8157575432116494,1,177,0,14,0,0,2,0
399.73541115362804,0.7996321006918251,1,170,0,11,0,1,2,0
51.62521356232666,0.4749726050884069,1,118,0,34,0,0,1,0
34.78080511028629,0.9748478018962065,1,34,0,0,1,0,2,0
631.3096167193557,1.4693200113394722,1,103,0,0,1,1,1,0
159.39921695885968,0.9587057684459385,1,36,0,43,0,0,1,0
297.45635259395476,1.5636405617160347,1,53,0,0,1,1,3,0
34.56101600513788,1.8629990010471684,1,102,0,45,0,0,1,0
67.79643811063475,0.553504741459885,1,127,0,8,0,1,2,0
90.37127214085167,0.8183229524460208,1,41,0,34,0,1,1,0
1120.7882269285296,1.4441273990961978,1,88,0,0,1,1,3,0
66.43319258465188,1.292995884489391,1,164,0,43,0,0,2,0
324.3588152794185,1.7276644674410986,1,129,0,5,0,1,3,0
59.85027647103117,0.7888996575976278,1,71,0,49,0,0,1,0
140.60044588871267,1.1692439010521367,1,33,0,20,0,1,3,0
156.74800335190875,0.6036885848144085,1,148,0,49,0,0,2,0
500.69970938157593,0.6403391565959131,1,117,0,33,0,0,1,0
192.96385486082374,0.6079180708200835,1,157,0,47,0,0,1,0
8.889548937895931,0.8985158284260574,1,141,0,31,0,0,2,0
113.46215578268949,0.5544038872923562,1,191,0,45,0,1,2,0
47.170263945413986,0.6306774876210267,1,186,0,13,0,0,0,0
631.9562128855525,0.8424590360455383,1,142,0,41,0,1,1,0
25.328209070198824,0.47243122653381875,1,57,0,34,0,0,1,0
140.99041024118776,0.6110936059195982,1,53,0,0,1,0,1,0
39.00658053055011,1.8129889800031993,1,171,0,10,0,1,1,0
129.720815357318,1.6269658985877404,1,41,0,38,0,0,1,0
70.8122607471214,0.5937077236504271,1,112,0,4,0,0,2,0
85.07508522503457,1.2586051080794802,1,82,0,47,0,1,1,0
4337.469741759157,7.418903180294065,1,19,0,17,0,1,1,1
497.5205690630026,6.158819720344685,1,0,1,0,1,0,0,1
110.47604906237918,1.307273618825434,1,140,0,36,0,1,3,0
1036.4783949027167,1.0277266675788497,1,71,0,25,0,0,2,0
70.56052400892145,1.167746826074695,1,0,1,25,0,0,2,0
221.88618197039142,1.0901423864951183,1,158,0,8,0,1,1,0
99.76372934613308,0.44886512977207227,1,9,0,40,0,1,2,0
62.03257899519289,0.7220432518429991,1,200,0,45,0,0,2,0
184.13382213783407,1.2178415559622515,1,126,0,19,0,1,3,0
338.8021636549011,1.4067548180003193,1,195,0,0,1,1,2,0
688.0387128559508,1.0906618356184543,1,144,0,7,0,0,1,0
96.87295363803253,0.9376409208817571,1,167,0,13,0,1,3,0
122.28034763433959,2.2315068443875123,1,61,0,46,0,0,1,0
34.36659829999457,0.8179993827260525,1,196,0,44,0,1,1,0
1904.24349760568,0.803693633957788,1,84,0,12,0,0,2,0
86.4925328934716,1.0136322538172373,1,124,0,0,1,1,2,0
3460.9590211536934,4.650849476920919,1,46,0,21,0,1,1,1
289.61794296291356,0.2759376123615658,1,182,0,40,0,0,2,0
2698.7304372413687,7.775323758975367,1,0,1,0,1,0,2,1
21.425248013000825,0.7254205291181117,1,78,0,32,0,1,1,0
944.9442859320422,9.513882593529187,1,55,0,3,0,1,2,1
27.301104142918383,0.9842191436838555,1,194,0,10,0,0,0,0
221.443971068459,0.1,1,65,0,24,0,1,2,0
100.78765731239427,1.7846205906423545,1,62,0,50,0,0,2,0
11354.240158057712,9.731569081035635,1,153,0,49,0,1,3,1
38.15828922241951,0.9539170945892618,1,0,1,4,0,0,1,0
152.63064239045923,1.4393861892914024,1,182,0,29,0,1,3,0
220.59714431634723,1.0692028624036543,1,37,0,11,0,1,1,0
177.34226512664688,0.5133936508290458,1,11,0,12,0,1,1,0
338.2230244592903,0.3697169946750509,1,20,0,14,0,1,3,0
145.14088316453288,0.41716495718405866,1,187,0,15,0,1,2,0
42.24530002995312,1.4066025933739885,1,29,0,5,0,1,1,0
162.6699048134529,0.3920009946932652,1,73,0,27,0,0,1,0
387.8401034873447,1.176782932187584,1,145,0,42,0,1,2,0
92.75436986685497,1.160253206299319,1,169,0,33,0,1,3,0
246.78179180080645,1.1707338249169434,1,90,0,4,0,0,0,0
162.7433090212937,0.9972298805639336,1,0,1,36,0,1,2,0
49.47065051412674,1.7102521436355316,1,137,0,37,0,1,1,0
393.54701575956636,1.1846318888249523,1,43,0,37,0,1,2,0
214.03649245307267,0.7466479118948808,1,103,0,48,0,1,2,0
253.7906827390588,0.5507660091044814,1,176,0,36,0,0,0,0
643.9525350005199,1.9814054488368629,1,0,1,7,0,1,2,0
112.28463930047697,0.8601199157520828,1,69,0,41,0,1,1,0
169.29779434351104,1.0192651388282223,1,73,0,0,1,1,3,0
133.3127479300457,1.2238584629051386,1,40,0,44,0,0,0,0
186.32563629430888,1.317983875355869,1,174,0,13,0,1,2,0
63.63407096318461,1.6248094526483334,1,111,0,5,0,1,2,0
58.798132612464144,0.9431666554592824,1,80,0,43,0,0,2,0
131.781799137882,1.2505810350342261,1,21,0,43,0,0,1,0
133.3489851326747,0.48237883879031296,1,14,0,48,0,0,2,0
322.4164223256782,0.8328240868430248,1,128,0,33,0,0,2,0
139.56833236604402,0.6805225745986141,1,118,0,16,0,1,1,0
420.61174974037243,1.7357256512839987,1,96,0,43,0,1,3,0
174.20501061067793,0.9328202113780235,1,24,0,6,0,1,1,0
133.30679185659338,1.7756888605047467,1,180,0,50,0,1,2,0
34.86275101855385,1.0592122729956972,1,145,0,8,0,1,1,0
13.516588537535071,0.660509826768434,1,0,1,42,0,1,2,0
257.8298671315476,1.3128154668230005,1,36,0,0,1,1,1,0
47.047601186449825,0.5905237775131396,1,44,0,44,0,0,1,0
981.6967521017517,1.005684954399247,1,175,0,26,0,1,2,0
385.6821135378578,1.2773455242449394,1,56,0,31,0,0,1,0
190.0423736259367,1.3057067344575495,1,119,0,43,0,1,3,0
418.9731939099957,0.9755803044369649,1,136,0,0,1,0,1,0
125.42394724441789,1.2995516659317974,1,58,0,26,0,0,2,0
29.77118855917852,0.7558461066442541,1,117,0,27,0,1,1,0
46.16097262491667,0.8358123702915988,1,76,0,41,0,1,3,0
72.53384355649558,1.4948022713786726,1,61,0,7,0,1,1,0
189.04068785871416,0.1,1,101,0,8,0,1,3,0
76.73192117716049,1.3255038254727642,1,30,0,3,0,1,3,0
26.3035660199466,0.12444569706384001,1,20,0,11,0,1,1,0
51.9280579863001,1.3787475746687428,1,35,0,0,1,0,2,0
451.6303514716022,6.087794443243151,1,127,0,0,1,0,2,1
19.832553147540033,0.3983656051779768,1,60,0,45,0,0,1,0
306.4626189257892,1.2580891435574793,1,165,0,14,0,1,3,0
85.86774048373977,0.37432190888035655,1,153,0,34,0,1,2,0
59.014355204703236,0.9876511784575038,1,196,0,24,0,0,1,0
512.2958198197452,0.1,1,8,0,13,0,1,3,0
226.44899774703978,1.720724451704461,1,87,0,5,0,1,1,0
596.2892863815227,0.8419418596847946,1,0,1,48,0,0,2,0
70.0087249631905,1.8922553838622553,0,157,0,0,1,1,3,0
576.2714797049864,1.3194622333742805,1,198,0,41,0,0,0,0
49.25793697043554,0.3207943293261277,1,187,0,26,0,1,1,0
107.815711154526,0.32143629016455144,1,130,0,41,0,1,1,0
235.10388989276686,0.8317950653530717,1,174,0,0,1,0,0,0
103.58270000862443,1.150553669595871,1,77,0,0,1,0,2,0
170.813027207196,0.568930608773164,1,69,0,22,0,1,1,0
245.45650977818983,0.6397020440918333,1,143,0,41,0,1,3,0
103.90978090660907,1.181012275494233,1,115,0,10,0,0,0,0
1033.032875089339,1.0317566306402295,1,18,0,22,0,1,3,0
553.6572276592373,1.100833123743388,1,8,0,2,0,0,1,0
448.74812916945,0.3748919870525993,1,0,1,34,0,0,1,0
172.5497943791634,0.6512417146819403,1,189,0,1,0,0,0,0
377.4988070703691,0.3577172749609667,1,73,0,33,0,1,2,0
21.981525055320443,0.5990312624681424,1,123,0,17,0,1,3,0
22.18751450636318,0.25326142019012265,1,192,0,0,1,0,0,0
